id,name,comment,time
2309,Michael Lee,boss ! PLEASE adjust the fare to the reasonable fare ! the fare is too low day by day ! what happened ?? also there are no time booster incentive even thou we stuck in heavy traffic during peak hrs !! PLS DO SOMETHING ! PLEASE ! WE DRIVERS ARE DYING SOON !!😢😰😭 boss ! PLEASE adjust the fare to the reasonable fare ! the fare is too low day by day ! what happened ?? also there are no time booster incentive even thou we stuck in heavy traffic during peak hrs !! PLS DO SOMETHING ! PLEASE ! WE DRIVERS ARE DYING SOON !!😢😰😭 boss ! PLEASE adjust the fare to the reasonable fare ! the fare is too low day by day ! what happened ?? also there are no time booster incentive even thou we stuck in heavy traffic during peak hrs !! PLS DO SOMETHING ! PLEASE ! WE DRIVERS ARE DYING SOON !!😢😰😭 😢 😢 😰 😰 😭 😭 · Like · · ·,2019-11-22T16:27:12Z
2310,Grab,"Author  We are sorry to know about the low fare and the time booster bonus. Kindly be informed that these are all due to the demand and supply of the booking mechanism.Nevertheless, we are workking on this matter after a huge change imposed by the Transport Ministry. Your patience is certainly appreciated. Thank you. We are sorry to know about the low fare and the time booster bonus. Kindly be informed that these are all due to the demand and supply of the booking mechanism.Nevertheless, we are workking on this matter after a huge change imposed by the Transport Ministry. Your patience is certainly appreciated. Thank you. We are sorry to know about the low fare and the time booster bonus. Kindly be informed that these are all due to the demand and supply of the booking mechanism.Nevertheless, we are workking on this matter after a huge change imposed by the Transport Ministry. Your patience is certainly appreciated. Thank you. · Like · ·",2019-11-22T16:44:27Z
2311,Cheryl Lee,"Hi Grab, you’ve yet to announce the winner for the iPhone 11 Pro’s contest. It’s been more than a week now Hi Grab, you’ve yet to announce the winner for the iPhone 11 Pro’s contest. It’s been more than a week now Hi Grab, you’ve yet to announce the winner for the iPhone 11 Pro’s contest. It’s been more than a week now · Like · ·",2019-11-23T10:01:31Z
2312,Grab,"Author  Hi Cheryl Lee. currently, we are still compiling the list of the winners. We will make the proper announcement for the winners soon. Best of luck to you! Hi Cheryl Lee. currently, we are still compiling the list of the winners. We will make the proper announcement for the winners soon. Best of luck to you! Hi Cheryl Lee. currently, we are still compiling the list of the winners. We will make the proper announcement for the winners soon. Best of luck to you! 1 1  1 · Like · ·",2019-11-23T10:06:54Z
2313,Cody Au Yong,"Use my code “grabcodyauyong” to get 50% off your first order! Just use my referral code, “grabcodyauyong” to register, or go to https://sandbox.grab.com/share/sandbox/en.html...… See more Use my code “grabcodyauyong” to get 50% off your first order! Just use my referral code, “grabcodyauyong” to register, or go to https://sandbox.grab.com/share/sandbox/en.html...… See more Use my code “grabcodyauyong” to get 50% off your first order! Just use my referral code, “grabcodyauyong” to register, or go to https://sandbox.grab.com/share/sandbox/en.html... Use my code “grabcodyauyong” to get 50% off your first order! Just use my referral code, “grabcodyauyong” to register, or go to …  · Like · ·",2019-11-22T14:01:27Z
2314,Sky Shang,"Job incentive for driver drop from rm80 to rm25 ,is grab gonna bankrupt soon?U may put it directly to rm 0 ,it's already nearly 0,no need adjust month by month Job incentive for driver drop from rm80 to rm25 ,is grab gonna bankrupt soon?U may put it directly to rm 0 ,it's already nearly 0,no need adjust month by month Job incentive for driver drop from rm80 to rm25 ,is grab gonna bankrupt soon?U may put it directly to rm 0 ,it's already nearly 0,no need adjust month by month · Like · ·",2019-11-24T11:49:09Z
2315,Dezmond Pang,Hello GrabMay I know who the fxxk genius introduced 2am - 6am Grab pay only policy ?…See more Hello GrabMay I know who the fxxk genius introduced 2am - 6am Grab pay only policy ?…See more Hello GrabMay I know who the fxxk genius introduced 2am - 6am Grab pay only policy ? Hello Grab May I know who the fxxk genius introduced 2am - 6am Grab pay only policy ? … · Like · · ·,2019-11-23T04:15:39Z
2316,Grab,"Author  Hi Dezmond. To enhance the safety of our driver-partners, we will disable Cash bookings from 2am-6am ONLY starting November; and only allow Cashless bookings for Grab rides.*Cash bookings are not easily traceable to a person. In the past, we have seen criminal activities on Cash bookings during these hours. "" Hi Dezmond. To enhance the safety of our driver-partners, we will disable Cash bookings from 2am-6am ONLY starting November; and only allow Cashless bookings for Grab rides.*Cash bookings are not easily traceable to a person. In the past, we have seen criminal activities on Cash bookings during these hours. "" Hi Dezmond. To enhance the safety of our driver-partners, we will disable Cash bookings from 2am-6am ONLY starting November; and only allow Cashless bookings for Grab rides. *Cash bookings are not easily traceable to a person. In the past, we have seen criminal activities on Cash bookings during these hours. "" · Like · ·",2019-11-23T04:20:28Z
2317,MKevin Anthony Bala,Grab your verification process for passenger is seriously a screwed up and royally fucked up process...my 11 year old son can think and do a much better verification methods...let me know if your management staffs is keen on learning from him or needs training...Shake your fucking heads up and down as a yes !!!!! Grab your verification process for passenger is seriously a screwed up and royally fucked up process...my 11 year old son can think and do a much better verification methods...let me know if your management staffs is keen on learning from him or needs training...Shake your fucking heads up and down as a yes !!!!! Grab your verification process for passenger is seriously a screwed up and royally fucked up process...my 11 year old son can think and do a much better verification methods...let me know if your management staffs is keen on learning from him or needs training... Shake your fucking heads up and down as a yes !!!!! · Like · · ·,2019-11-22T18:41:01Z
2318,Judy Bea Wong,Requested 3 times no driver accept. Then fare increase magically rm2 every time i requested. After it increase a total of rm6 then only got driver accept. Walane... Requested 3 times no driver accept. Then fare increase magically rm2 every time i requested. After it increase a total of rm6 then only got driver accept. Walane... Requested 3 times no driver accept. Then fare increase magically rm2 every time i requested. After it increase a total of rm6 then only got driver accept. Walane... 1 1  1 · Like · ·,2019-04-12T16:34:43Z
2319,Shukur Husain,hahaha...grab is scamer.using mycar is better.. hahaha...grab is scamer.using mycar is better.. hahaha...grab is scamer.using mycar is better.. 2 2  2 · Like · ·,2019-04-13T06:19:54Z
2320,Yusuf Nur,Judy Bea Wong ya..same goes to me n my wife..no one accept..then increase from rm20 to rm30.. Judy Bea Wong ya..same goes to me n my wife..no one accept..then increase from rm20 to rm30.. ya..same goes to me n my wife..no one accept..then increase from rm20 to rm30.. 2 2   2 · Like · ·,2019-04-14T22:34:15Z
2321,Sunil Shris,I m a regular user of Grab but these day Grab is simply increasing the fare n alltime they give msg high fare due to high demand. Now i seldom use grab bcoz we hav cheaper options. Can grab improve this case? I m a regular user of Grab but these day Grab is simply increasing the fare n alltime they give msg high fare due to high demand. Now i seldom use grab bcoz we hav cheaper options. Can grab improve this case? I m a regular user of Grab but these day Grab is simply increasing the fare n alltime they give msg high fare due to high demand. Now i seldom use grab bcoz we hav cheaper options. Can grab improve this case? 2 2  2 · Like · ·,2019-06-07T21:36:56Z
2322,Kak NA,"Saya tebus topup hotlink rm5 guna point,tapi point dah potong topup takde dalam my reward?! Saya tebus topup hotlink rm5 guna point,tapi point dah potong topup takde dalam my reward?! Saya tebus topup hotlink rm5 guna point,tapi point dah potong topup takde dalam my reward?! · Like · ·",2019-04-12T05:08:35Z
2323,Grab,Author  Hi Hawa! We are sorry to know this. Kindly PM us your details immediately and we will assist you accordingly. Thank you. Hi Hawa! We are sorry to know this. Kindly PM us your details immediately and we will assist you accordingly. Thank you. Hi Hawa! We are sorry to know this. Kindly PM us your details immediately and we will assist you accordingly. Thank you. · Like · ·,2019-04-12T05:53:12Z
2324,RA Ashlei,I redeem my rewards but can only use in klang valley...so from penang I travel to klang valley so I can use the rm5 rewards...😂 I redeem my rewards but can only use in klang valley...so from penang I travel to klang valley so I can use the rm5 rewards...😂 I redeem my rewards but can only use in klang valley...so from penang I travel to klang valley so I can use the rm5 rewards...😂 😂 😂 · Like · ·,2019-04-11T11:04:57Z
2325,Zaides Zaides,"Grab is the best service for today's society. I'm a Grab user. I only get Grab services in urban areas like in Kota Kinabalu, Sabah. Can a Grab company extend grab services in rural areas such as the Kota Marudu District, Matunggong, Kudat and Pitas? I hope the Grab Company makes the right decision so that all rural people can get this service, Tq. Grab is the best service for today's society. I'm a Grab user. I only get Grab services in urban areas like in Kota Kinabalu, Sabah. Can a Grab company extend grab services in rural areas such as the Kota Marudu District, Matunggong, Kudat and Pitas? I hope the Grab Company makes the right decision so that all rural people can get this service, Tq. Grab is the best service for today's society. I'm a Grab user. I only get Grab services in urban areas like in Kota Kinabalu, Sabah. Can a Grab company extend grab services in rural areas such as the Kota Marudu District, Matunggong, Kudat and Pitas? I hope the Grab Company makes the right decision so that all rural people can get this service, Tq. · Like · ·",2019-04-11T10:58:47Z
2326,Carlos Asumo,u can try mycar....instead of Grab.. u can try mycar....instead of Grab.. u can try mycar....instead of Grab.. · Like · ·,2019-04-11T14:45:34Z
2327,Biskut Cicah Kopi,ya grab sucks. ya grab sucks. ya grab sucks. · Like · ·,2019-04-20T07:46:20Z
2328,GimHo Call,"What's wrong with your app? I can't use my reward. Pop up message saying that your reward system temporarily not available. Funny thing is it asks me to proceed still, proceed without promo code/reward?  Grab is getting incompetent because no competition. I truly hope GO-JEK will come to Malaysia soon. What's wrong with your app? I can't use my reward. Pop up message saying that your reward system temporarily not available. Funny thing is it asks me to proceed still, proceed without promo code/reward?  Grab is getting incompetent because no competition. I truly hope GO-JEK will come to Malaysia soon. What's wrong with your app? I can't use my reward. Pop up message saying that your reward system temporarily not available. Funny thing is it asks me to proceed still, proceed without promo code/reward?  Grab is getting incompetent because no competition. I truly hope will come to Malaysia soon. 3 3  3 · Like · ·",2019-04-11T04:32:11Z
2329,Grab,Author  Hi there! Can you PM us with your mobile number and the screenshot of the error for us to look into this further? Thank you. Hi there! Can you PM us with your mobile number and the screenshot of the error for us to look into this further? Thank you. Hi there! Can you PM us with your mobile number and the screenshot of the error for us to look into this further? Thank you. · Like · ·,2019-04-11T06:20:31Z
2330,GimHo Call,Already sent you the screenshot in private message Already sent you the screenshot in private message Already sent you the screenshot in private message · Like · ·,2019-04-11T06:25:02Z
2331,Kamal Bengteng,· Like · ·,2019-04-11T07:08:16Z
2332,Nurhaimatapsi,Kenapa saya tak boleh buka akaun saya Kenapa saya tak boleh buka akaun saya Kenapa saya tak boleh buka akaun saya · Like · ·,2019-04-11T10:53:45Z
2333,Saraswathy Saraswathy,· Like · ·,2019-04-11T12:26:33Z
2334,Wani Wina,Grab makin teruk... Nk dpt susah pastu harga dri rm5 sampai rm10 naik... Pe cita???? Grab makin teruk... Nk dpt susah pastu harga dri rm5 sampai rm10 naik... Pe cita???? Grab makin teruk... Nk dpt susah pastu harga dri rm5 sampai rm10 naik... Pe cita???? 1 1  1 · Like · ·,2019-04-19T02:35:04Z
2335,Candy ChuiDear,May I know what kind of customer service is this?I reached KLIA2 on the 20th February. and YES i have cancelled a couple of grab cars. FOR REASONS.…See more May I know what kind of customer service is this?I reached KLIA2 on the 20th February. and YES i have cancelled a couple of grab cars. FOR REASONS.…See more May I know what kind of customer service is this?I reached KLIA2 on the 20th February. and YES i have cancelled a couple of grab cars. FOR REASONS. May I know what kind of customer service is this? I reached KLIA2 on the 20th February. and YES i have cancelled a couple of grab cars. FOR REASONS. … · Like · ·,2019-04-23T07:06:00Z
2336,Eric  Adventurist,"Would like to make police report since they deducted n charged money from my wallet without picking me up, wasted my rewards rm4 too, Grab too dangerous!! All must be careful, I will think to report to police since this serious problem no doubt very small but I think very very serious to the whole community as a whole Would like to make police report since they deducted n charged money from my wallet without picking me up, wasted my rewards rm4 too, Grab too dangerous!! All must be careful, I will think to report to police since this serious problem no doubt very small but I think very very serious to the whole community as a whole Would like to make police report since they deducted n charged money from my wallet without picking me up, wasted my rewards rm4 too, Grab too dangerous!! All must be careful, I will think to report to police since this serious problem no doubt very small but I think very very serious to the whole community as a whole · Like · ·",2019-05-08T03:17:02Z
2337,Katehoo Hong,Now grab  very expensive Now grab  very expensive Now grab  very expensive 1 1  1 · Like · ·,2019-04-11T10:09:26Z
2338,Ali Ziah,"Expensive? Rm7 for 6+KM, igt kreta tuang air paip ka? Expensive? Rm7 for 6+KM, igt kreta tuang air paip ka? Expensive? Rm7 for 6+KM, igt kreta tuang air paip ka? 2 2  2 · Like · ·",2019-04-11T13:32:56Z
2339,Astifa Shapiee,Use taxi la Use taxi la Use taxi la 1 1  1 · Like · ·,2019-04-11T19:50:58Z
2340,Jerry Fish,Use taxi la +1 Use taxi la +1 Use taxi la +1 1 1  1 · Like · ·,2019-04-12T00:26:46Z
2341,Shukur Husain,use mycar lah..grab will be close soon. use mycar lah..grab will be close soon. use mycar lah..grab will be close soon. 1 1  1 · Like · ·,2019-04-13T06:20:43Z
2342,Amirul Aizar Arshad,Can u pee in my tank pls? Can u pee in my tank pls? Can u pee in my tank pls? · Like · ·,2019-04-14T04:04:54Z
2343,Mahazir Ilyasak,Jalan kaki lagi murah...x pon dok dalam hutan..pakai akar kayu ja...bergayut dari pokok ke pokok.... Jalan kaki lagi murah...x pon dok dalam hutan..pakai akar kayu ja...bergayut dari pokok ke pokok.... Jalan kaki lagi murah...x pon dok dalam hutan..pakai akar kayu ja...bergayut dari pokok ke pokok.... 1 1  1 · Like · ·,2019-04-15T01:31:02Z
2344,Amirul Aizar Arshad,Mahazir Ilyasak 😂 Mahazir Ilyasak 😂 😂 😂 😂 · Like · ·,2019-04-15T06:10:31Z
2345,Rif Tri,"Fare rm5, act like diva huh Fare rm5, act like diva huh Fare rm5, act like diva huh · Like · ·",2019-04-17T16:05:46Z
2346,Grab,Author  How can I help you? How can I help you? How can I help you? · Like · ·,2019-04-17T17:01:01Z
2347,Grab,Author  Could you PM us with the registered mobile number and phone model in order for us to assist you accordingly? Thank you. Could you PM us with the registered mobile number and phone model in order for us to assist you accordingly? Thank you. Could you PM us with the registered mobile number and phone model in order for us to assist you accordingly? Thank you. · Like · ·,2019-04-17T17:01:36Z
2348,Harris Que,Katehoo Hong apa yg very expensive.. Kalau expensive i cabar u jadi driver 1bulan.. Atau u xda kereta sbb tu you tak tahu org tuang petrol dlm tank. Bukan tuang air paip. Katehoo Hong apa yg very expensive.. Kalau expensive i cabar u jadi driver 1bulan.. Atau u xda kereta sbb tu you tak tahu org tuang petrol dlm tank. Bukan tuang air paip. Katehoo Hong apa yg very expensive.. Kalau expensive i cabar u jadi driver 1bulan.. Atau u xda kereta sbb tu you tak tahu org tuang petrol dlm tank. Bukan tuang air paip. · Like · ·,2019-04-18T12:53:28Z
2349,Ali Ziah,"Woi grab, lu orang babi btui la, lancau Woi grab, lu orang babi btui la, lancau Woi grab, lu orang babi btui la, lancau · Like · ·",2019-04-18T13:16:37Z
2350,Sunil Shris,Metered taxis r much cheaper.... Metered taxis r much cheaper.... Metered taxis r much cheaper.... · Like · ·,2019-06-07T21:39:05Z
2351,Md Shamim,Hot problem grab Hot problem grab Hot problem grab · Like · ·,2019-05-08T01:33:51Z
2352,Herman Ooi,Top fan Why grab are getting more expensive after Uber closed down?long waiting time too Why grab are getting more expensive after Uber closed down?long waiting time too Why grab are getting more expensive after Uber closed down?long waiting time too 1 1  1 · Like · ·,2019-04-12T04:22:20Z
2353,Grab,"Author  Dear Herman! We completely understand your frustration but do take note that our fare is a calculation based on a real time algorithm. If there is an imbalance of demand and supply of GrabCar rides in your area at that point of time, the fare will refl…See more Dear Herman! We completely understand your frustration but do take note that our fare is a calculation based on a real time algorithm. If there is an imbalance of demand and supply of GrabCar rides in your area at that point of time, the fare will refl…See more Dear Herman! We completely understand your frustration but do take note that our fare is a calculation based on a real time algorithm. If there is an imbalance of demand and supply of GrabCar rides in your area at that point of time, the fare will refl Dear Herman! We completely understand your frustration but do take note that our fare is a calculation based on a real time algorithm. If there is an imbalance of demand and supply of GrabCar rides in your area at that point of time, the fare will refl … · Like · ·",2019-04-12T05:02:31Z
2354,Sunil Shris,The grab must improve this calculation then bcoz i m also a grab user but these day i seldom use grab. Instead i use taxis or other ehailing car which r cheaper than grabs. The grab must improve this calculation then bcoz i m also a grab user but these day i seldom use grab. Instead i use taxis or other ehailing car which r cheaper than grabs. The grab must improve this calculation then bcoz i m also a grab user but these day i seldom use grab. Instead i use taxis or other ehailing car which r cheaper than grabs. 1 1  1 · Like · ·,2019-06-07T21:41:05Z
2355,Eddyhendri Hendri,Van nissan vannete c22 nk jual 12k  berminat Van nissan vannete c22 nk jual 12k  berminat Van nissan vannete c22 nk jual 12k  berminat · Like · ·,2019-04-30T04:11:09Z
2356,Aizat Nsr,Gov has capped commission for ehailing company at 20%. But you still tak 25% from driver. Shame on you. Gov has capped commission for ehailing company at 20%. But you still tak 25% from driver. Shame on you. Gov has capped commission for ehailing company at 20%. But you still tak 25% from driver. Shame on you. · Like · ·,2019-05-01T11:09:56Z
2357,Dennis Yeoh,"If ur drivers are afraid of car getting dirty due to wet passenger during songkran in malaysia, they should appear offline...waiting for them to come and then being rejected like a dog? Are we using the grab services for free? #thisisgrabmalaysia If ur drivers are afraid of car getting dirty due to wet passenger during songkran in malaysia, they should appear offline...waiting for them to come and then being rejected like a dog? Are we using the grab services for free? #thisisgrabmalaysia If ur drivers are afraid of car getting dirty due to wet passenger during songkran in malaysia, they should appear offline...waiting for them to come and then being rejected like a dog? Are we using the grab services for free? # thisisgrabmalaysia · Like · ·",2019-04-13T09:57:37Z
2358,Grab,Author  Hi there. Kindly note that we have responded to your PM. Kindly proceed there. Thank you. Hi there. Kindly note that we have responded to your PM. Kindly proceed there. Thank you. Hi there. Kindly note that we have responded to your PM. Kindly proceed there. Thank you. · Like · ·,2019-04-13T10:22:29Z
2359,Jien Fairuz,this promo. is sohai... its scam.... this promo. is sohai... its scam.... this promo. is sohai... its scam.... 3 3   3 · Like · ·,2019-04-12T04:19:56Z
2360,Sham Fisabillilah,https://www.facebook.com/211591442051/posts/10157343646762052/ pemandu grab kena cabul https://www.facebook.com/211591442051/posts/10157343646762052/ pemandu grab kena cabul pemandu grab kena cabul · Like · ·,2019-04-21T13:45:21Z
2361,Amir Cuckoo Kuantan,up up up · Like · ·,2019-05-01T04:30:04Z
2362,Tn Bappy,https://youtu.be/jmOuaTVBnCY https://youtu.be/jmOuaTVBnCY #tnbappy How to top up grab wallet from 7 eleven  · Like · ·,2019-04-16T17:45:52Z
2363,Pyone Pyone Pyone Pyone,Pyonepyone Pyonepyone Pyonepyone · Like · ·,2019-04-19T01:05:56Z
2364,Sathieswaran M Royale Iswar,"Grab is that true? You all eat your own shit? And grab never pay proper salary! Crap 💩 now having financial crisis, they never pay salary to their office staff, all of the staff eat their own 💩 shit! Because giving so much promos and discounts company become worst financial crisis and the grab staff eat their own shit... Grab is that true? You all eat your own shit? And grab never pay proper salary! Crap 💩 now having financial crisis, they never pay salary to their office staff, all of the staff eat their own 💩 shit! Because giving so much promos and discounts company become worst financial crisis and the grab staff eat their own shit... Grab is that true? You all eat your own shit? And grab never pay proper salary! Crap 💩 now having financial crisis, they never pay salary to their office staff, all of the staff eat their own 💩 shit! Because giving so much promos and discounts company become worst financial crisis and the grab staff eat their own shit... 💩 💩 💩 💩 · Like · ·",2019-09-11T04:39:45Z
2365,Mervin Jaug Lago,"I still can't top up to my account until now!!! It's been awhile already even my app is up to date!i am using iPhone ,hope grab can fix this asap!!! #grab #grabmy I still can't top up to my account until now!!! It's been awhile already even my app is up to date!i am using iPhone ,hope grab can fix this asap!!! #grab #grabmy I still can't top up to my account until now!!! It's been awhile already even my app is up to date!i am using iPhone ,hope grab can fix this asap!!! # grab  # grabmy 1 1  1 · Like · ·",2019-04-01T04:55:29Z
2366,Grab,Author  Hi Mervin! Can you DM us with your mobile number and the screenshot of the error please? Thank you. Hi Mervin! Can you DM us with your mobile number and the screenshot of the error please? Thank you. Hi Mervin! Can you DM us with your mobile number and the screenshot of the error please? Thank you. · Like · ·,2019-04-01T05:12:29Z
2367,Mervin Jaug Lago,actually I did DM already we talked about this..i was informed that it's affecting all IOS users but it's been awhile almost 3months already actually I did DM already we talked about this..i was informed that it's affecting all IOS users but it's been awhile almost 3months already actually I did DM already we talked about this..i was informed that it's affecting all IOS users but it's been awhile almost 3months already 1 1  1 · Like · ·,2019-04-01T05:19:03Z
2368,Mervin Jaug Lago,DM so many times already la DM so many times already la DM so many times already la · Like · ·,2019-04-01T05:24:58Z
2369,Beng Hooi,"long story make short.1. happily hday at bangkok on 16th Mar, purchase grab promo 50THB off Grab Ride. Reward not displayed (cannot use).2. Immediately log a Grab Support Ticket…See more long story make short.1. happily hday at bangkok on 16th Mar, purchase grab promo 50THB off Grab Ride. Reward not displayed (cannot use).2. Immediately log a Grab Support Ticket…See more long story make short.1. happily hday at bangkok on 16th Mar, purchase grab promo 50THB off Grab Ride. Reward not displayed (cannot use).2. Immediately log a Grab Support Ticket long story make short. 1. happily hday at bangkok on 16th Mar, purchase grab promo 50THB off Grab Ride. Reward not displayed (cannot use). 2. Immediately log a Grab Support Ticket … · Like · · ·",2019-04-04T08:08:21Z
2370,Grab,"Author  Dear Beng Hooi, we completely understand your frustration and certainly this will be checked for you. Kindly PM us immediately. Thank you. Dear Beng Hooi, we completely understand your frustration and certainly this will be checked for you. Kindly PM us immediately. Thank you. Dear Beng Hooi, we completely understand your frustration and certainly this will be checked for you. Kindly PM us immediately. Thank you. · Like · ·",2019-04-04T08:25:11Z
2371,Beng Hooi,"Grab, already called few times and repeat my problem few times. do you expect me to repeat again here? 75627160, this is the ticket number while i log the support ticket at thailand. go into the system, get the detail and provide a solution instead of telling me 1) the promo is valid till 2020 or 2) we cant reverse the purchase of promo. Grab, already called few times and repeat my problem few times. do you expect me to repeat again here? 75627160, this is the ticket number while i log the support ticket at thailand. go into the system, get the detail and provide a solution instead of telling me 1) the promo is valid till 2020 or 2) we cant reverse the purchase of promo. , already called few times and repeat my problem few times. do you expect me to repeat again here? 75627160, this is the ticket number while i log the support ticket at thailand. go into the system, get the detail and provide a solution instead of telling me 1) the promo is valid till 2020 or 2) we cant reverse the purchase of promo. · Like · · ·",2019-04-04T10:54:19Z
2372,Grab,"Author  As advised, kindly PM us and we will assist you further. Your cooperation is needed. As advised, kindly PM us and we will assist you further. Your cooperation is needed. As advised, kindly PM us and we will assist you further. Your cooperation is needed. · Like · ·",2019-04-04T11:44:29Z
2373,Beng Hooi,"ticket number is provided, this is not the way showing you are. helpful. get the attitude right, get my number and call me if you dont want to lost your market share. this is not the first time i face support issue from grab. and there are alot of simp…See more ticket number is provided, this is not the way showing you are. helpful. get the attitude right, get my number and call me if you dont want to lost your market share. this is not the first time i face support issue from grab. and there are alot of simp…See more ticket number is provided, this is not the way showing you are. helpful. get the attitude right, get my number and call me if you dont want to lost your market share. this is not the first time i face support issue from grab. and there are alot of simp ticket number is provided, this is not the way showing you are. helpful. get the attitude right, get my number and call me if you dont want to lost your market share. this is not the first time i face support issue from grab. and there are alot of simp … · Like · ·",2019-04-04T16:42:13Z
2374,Grab,"Author  Hi Beng Hooi, we are sorry for the late response. Please be informed that we have escalated to the reward team for further action. Once the result is made, you will receive an email form our end immediately. Thank you for using Grab Hi Beng Hooi, we are sorry for the late response. Please be informed that we have escalated to the reward team for further action. Once the result is made, you will receive an email form our end immediately. Thank you for using Grab Hi Beng Hooi, we are sorry for the late response. Please be informed that we have escalated to the reward team for further action. Once the result is made, you will receive an email form our end immediately. Thank you for using Grab · Like · ·",2019-04-05T07:51:58Z
2375,Beng Hooi,"sure, let's see how long this take.my little advice to your business, get the customer service procedures right (i wonder if Grab have any SLA, or might have but not practised seriously), and control the quality of the apps, i have stop using GrabPay …See more sure, let's see how long this take.my little advice to your business, get the customer service procedures right (i wonder if Grab have any SLA, or might have but not practised seriously), and control the quality of the apps, i have stop using GrabPay …See more sure, let's see how long this take.my little advice to your business, get the customer service procedures right (i wonder if Grab have any SLA, or might have but not practised seriously), and control the quality of the apps, i have stop using GrabPay sure, let's see how long this take. my little advice to your business, get the customer service procedures right (i wonder if Grab have any SLA, or might have but not practised seriously), and control the quality of the apps, i have stop using GrabPay … · Like · ·",2019-04-05T11:17:57Z
2376,Grab,"Author  Thank you so much for your valued feedback, we will keep this feedback as our improvement to be better for our passengers. Thank you for using Grab Thank you so much for your valued feedback, we will keep this feedback as our improvement to be better for our passengers. Thank you for using Grab Thank you so much for your valued feedback, we will keep this feedback as our improvement to be better for our passengers. Thank you for using Grab · Like · ·",2019-04-05T11:39:32Z
2377,Beng Hooi,"Grab, any updates? Grab, any updates? , any updates? · Like · ·",2019-04-09T23:37:14Z
2378,Beng Hooi,get the refund of points. thank you. get the refund of points. thank you. get the refund of points. thank you. · Like · ·,2019-04-18T12:16:59Z
2379,Huang Dun Jie,"I cannot make my payment since few weeks ago by using Grabpay to make payment at merchants like Tealive,Sakae etc. Everytime after I scan the QR code and fill in the amount to be paid then there was one 'box' appeared for me to choose want to deduct th…See more I cannot make my payment since few weeks ago by using Grabpay to make payment at merchants like Tealive,Sakae etc. Everytime after I scan the QR code and fill in the amount to be paid then there was one 'box' appeared for me to choose want to deduct th…See more I cannot make my payment since few weeks ago by using Grabpay to make payment at merchants like Tealive,Sakae etc. Everytime after I scan the QR code and fill in the amount to be paid then there was one 'box' appeared for me to choose want to deduct th I cannot make my payment since few weeks ago by using Grabpay to make payment at merchants like Tealive,Sakae etc. Everytime after I scan the QR code and fill in the amount to be paid then there was one 'box' appeared for me to choose want to deduct th … · Like · ·",2019-04-06T14:45:15Z
2380,Mervin Jaug Lago,DM many times already about my grab top up issue DM many times already about my grab top up issue DM many times already about my grab top up issue · Like · ·,2019-04-01T05:26:10Z
2381,Leonard Foo,"Grab oh Grab, if only Uber still available here, I will never use Grab because of its unprofessional way to handle any issues.We ask for the solution but all you doing is ask us to PM.How many times we should PM the same issue over n over again?Every answers were computed. Got billion of value market but cannot hire a staff which is really helpful?One of the most shitty company ever in Malaysia. Grab oh Grab, if only Uber still available here, I will never use Grab because of its unprofessional way to handle any issues.We ask for the solution but all you doing is ask us to PM.How many times we should PM the same issue over n over again?Every answers were computed. Got billion of value market but cannot hire a staff which is really helpful?One of the most shitty company ever in Malaysia. Grab oh Grab, if only Uber still available here, I will never use Grab because of its unprofessional way to handle any issues.We ask for the solution but all you doing is ask us to PM.How many times we should PM the same issue over n over again?Every answers were computed. Got billion of value market but cannot hire a staff which is really helpful?One of the most shitty company ever in Malaysia. 1 1  1 · Like · ·",2019-04-11T13:25:27Z
2382,Syafawati Syafa,KENAPA HARGA GRAB SKARANG MAHAL SNGT? MELAMPAU SNGT KAN KALAU LTK HARGA SAMPAI 3 KALI GANDA DARIPADA HARGA YG SEPATUTNYA BAGI SATU JARAK PERJALANAN? KAUORG INGT SEMUA YG NAIK GRAB NI SEMUA ORG KAYA KE? KALAU ORG KAYA MRK X KAN NAIK LA. BAIK BELI KERETA…See more KENAPA HARGA GRAB SKARANG MAHAL SNGT? MELAMPAU SNGT KAN KALAU LTK HARGA SAMPAI 3 KALI GANDA DARIPADA HARGA YG SEPATUTNYA BAGI SATU JARAK PERJALANAN? KAUORG INGT SEMUA YG NAIK GRAB NI SEMUA ORG KAYA KE? KALAU ORG KAYA MRK X KAN NAIK LA. BAIK BELI KERETA…See more KENAPA HARGA GRAB SKARANG MAHAL SNGT? MELAMPAU SNGT KAN KALAU LTK HARGA SAMPAI 3 KALI GANDA DARIPADA HARGA YG SEPATUTNYA BAGI SATU JARAK PERJALANAN? KAUORG INGT SEMUA YG NAIK GRAB NI SEMUA ORG KAYA KE? KALAU ORG KAYA MRK X KAN NAIK LA. BAIK BELI KERETA KENAPA HARGA GRAB SKARANG MAHAL SNGT? MELAMPAU SNGT KAN KALAU LTK HARGA SAMPAI 3 KALI GANDA DARIPADA HARGA YG SEPATUTNYA BAGI SATU JARAK PERJALANAN? KAUORG INGT SEMUA YG NAIK GRAB NI SEMUA ORG KAYA KE? KALAU ORG KAYA MRK X KAN NAIK LA. BAIK BELI KERETA … 1 1  1 · Like · ·,2019-05-02T19:49:19Z
